index,label,domain,method,run_id,bundle_dir,summary_json_status,config_status,wandb_summary_status,wandb_metadata_status,requirements_status,diff_patch_status,output_log_status,run_record_status,model_zip_status,models_dir_status,vec_normalize_status,hierarchical_report_status,source_kind,source_project,source_run_name,source_created,notes
76,Crop planning | PPO | adaptive | random_weather | seed=0,crop_planning,PPO,z3ti5xvb,final_successful_runs\final_113\bundles\076_crop_planning_ppo_adaptive_random_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
77,Crop planning | PPO | nonadaptive | random_weather | seed=0,crop_planning,PPO,afu15jbs,final_successful_runs\final_113\bundles\077_crop_planning_ppo_nonadaptive_random_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
78,Crop planning hierarchical | PPO | random_weather | seed=0 | profile=pakistan_baseline,crop_planning,PPO,hnciyqgu,final_successful_runs\final_113\bundles\078_crop_planning_hierarchical_ppo_random_weather_seed_0_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,bumbling-sky-2,2026-03-11T15:50:44.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
79,Crop planning | PPO | adaptive | fixed_weather | seed=1,crop_planning,PPO,mtxaw144,final_successful_runs\final_113\bundles\079_crop_planning_ppo_adaptive_fixed_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
80,Crop planning | PPO | nonadaptive | fixed_weather | seed=1,crop_planning,PPO,lbm01ra7,final_successful_runs\final_113\bundles\080_crop_planning_ppo_nonadaptive_fixed_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
81,Crop planning hierarchical | PPO | fixed_weather | seed=1 | profile=pakistan_baseline,crop_planning,PPO,632oybd5,final_successful_runs\final_113\bundles\081_crop_planning_hierarchical_ppo_fixed_weather_seed_1_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,graceful-microwave-2,2026-03-11T15:50:44.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
82,Crop planning | PPO | adaptive | random_weather | seed=1,crop_planning,PPO,ktm748i0,final_successful_runs\final_113\bundles\082_crop_planning_ppo_adaptive_random_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
83,Crop planning | PPO | nonadaptive | random_weather | seed=1,crop_planning,PPO,fulm3jfg,final_successful_runs\final_113\bundles\083_crop_planning_ppo_nonadaptive_random_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
84,Crop planning hierarchical | PPO | random_weather | seed=1 | profile=pakistan_baseline,crop_planning,PPO,p1fmc4ng,final_successful_runs\final_113\bundles\084_crop_planning_hierarchical_ppo_random_weather_seed_1_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,glowing-surf-5,2026-03-11T22:29:45.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
85,Crop planning | PPO | adaptive | fixed_weather | seed=2,crop_planning,PPO,evahbt11,final_successful_runs\final_113\bundles\085_crop_planning_ppo_adaptive_fixed_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
86,Crop planning | PPO | nonadaptive | fixed_weather | seed=2,crop_planning,PPO,3i0dicmh,final_successful_runs\final_113\bundles\086_crop_planning_ppo_nonadaptive_fixed_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
87,Crop planning hierarchical | PPO | fixed_weather | seed=2 | profile=pakistan_baseline,crop_planning,PPO,par0rsfm,final_successful_runs\final_113\bundles\087_crop_planning_hierarchical_ppo_fixed_weather_seed_2_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,dulcet-shape-1,2026-03-11T15:50:44.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
88,Crop planning | PPO | adaptive | random_weather | seed=2,crop_planning,PPO,busvmdmm,final_successful_runs\final_113\bundles\088_crop_planning_ppo_adaptive_random_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
89,Crop planning | PPO | nonadaptive | random_weather | seed=2,crop_planning,PPO,i0zmzydd,final_successful_runs\final_113\bundles\089_crop_planning_ppo_nonadaptive_random_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
90,Crop planning hierarchical | PPO | random_weather | seed=2 | profile=pakistan_baseline,crop_planning,PPO,6q86m4ok,final_successful_runs\final_113\bundles\090_crop_planning_hierarchical_ppo_random_weather_seed_2_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,serene-rain-6,2026-03-11T22:37:16.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
91,Crop planning | A2C | adaptive | fixed_weather | seed=0,crop_planning,A2C,k0h6c7g1,final_successful_runs\final_113\bundles\091_crop_planning_a2c_adaptive_fixed_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
92,Crop planning | A2C | nonadaptive | fixed_weather | seed=0,crop_planning,A2C,lw3rc0qw,final_successful_runs\final_113\bundles\092_crop_planning_a2c_nonadaptive_fixed_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
93,Crop planning hierarchical | A2C | fixed_weather | seed=0 | profile=pakistan_baseline,crop_planning,A2C,fiz7icrb,final_successful_runs\final_113\bundles\093_crop_planning_hierarchical_a2c_fixed_weather_seed_0_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,confused-morning-7,2026-03-11T22:41:39.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
94,Crop planning | A2C | adaptive | random_weather | seed=0,crop_planning,A2C,ntp9jxmm,final_successful_runs\final_113\bundles\094_crop_planning_a2c_adaptive_random_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
95,Crop planning | A2C | nonadaptive | random_weather | seed=0,crop_planning,A2C,6l16w5kj,final_successful_runs\final_113\bundles\095_crop_planning_a2c_nonadaptive_random_weather_seed_0,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
96,Crop planning hierarchical | A2C | random_weather | seed=0 | profile=pakistan_baseline,crop_planning,A2C,mmerpboq,final_successful_runs\final_113\bundles\096_crop_planning_hierarchical_a2c_random_weather_seed_0_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,deft-violet-10,2026-03-12T05:31:19.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
97,Crop planning | A2C | adaptive | fixed_weather | seed=1,crop_planning,A2C,8am8q7xl,final_successful_runs\final_113\bundles\097_crop_planning_a2c_adaptive_fixed_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
98,Crop planning | A2C | nonadaptive | fixed_weather | seed=1,crop_planning,A2C,qpsmfn5n,final_successful_runs\final_113\bundles\098_crop_planning_a2c_nonadaptive_fixed_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
99,Crop planning hierarchical | A2C | fixed_weather | seed=1 | profile=pakistan_baseline,crop_planning,A2C,v19aknzu,final_successful_runs\final_113\bundles\099_crop_planning_hierarchical_a2c_fixed_weather_seed_1_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,true-sunset-8,2026-03-11T22:45:12.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
100,Crop planning | A2C | adaptive | random_weather | seed=1,crop_planning,A2C,8b9csyyr,final_successful_runs\final_113\bundles\100_crop_planning_a2c_adaptive_random_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
101,Crop planning | A2C | nonadaptive | random_weather | seed=1,crop_planning,A2C,2ctb2ve7,final_successful_runs\final_113\bundles\101_crop_planning_a2c_nonadaptive_random_weather_seed_1,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
102,Crop planning hierarchical | A2C | random_weather | seed=1 | profile=pakistan_baseline,crop_planning,A2C,m3z3strw,final_successful_runs\final_113\bundles\102_crop_planning_hierarchical_a2c_random_weather_seed_1_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,crisp-glitter-11,2026-03-12T05:39:41.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
103,Crop planning | A2C | adaptive | fixed_weather | seed=2,crop_planning,A2C,tkt81z9n,final_successful_runs\final_113\bundles\103_crop_planning_a2c_adaptive_fixed_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
104,Crop planning | A2C | nonadaptive | fixed_weather | seed=2,crop_planning,A2C,nvmwgfej,final_successful_runs\final_113\bundles\104_crop_planning_a2c_nonadaptive_fixed_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
105,Crop planning hierarchical | A2C | fixed_weather | seed=2 | profile=pakistan_baseline,crop_planning,A2C,0n0g6q3c,final_successful_runs\final_113\bundles\105_crop_planning_hierarchical_a2c_fixed_weather_seed_2_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,autumn-field-9,2026-03-12T05:07:46.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
106,Crop planning | A2C | adaptive | random_weather | seed=2,crop_planning,A2C,xas1194l,final_successful_runs\final_113\bundles\106_crop_planning_a2c_adaptive_random_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
107,Crop planning | A2C | nonadaptive | random_weather | seed=2,crop_planning,A2C,c65cmc4u,final_successful_runs\final_113\bundles\107_crop_planning_a2c_nonadaptive_random_weather_seed_2,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,crop_planning_run_has_no_vec_normalize_artifact
108,Crop planning hierarchical | A2C | random_weather | seed=2 | profile=pakistan_baseline,crop_planning,A2C,oqaxzu6x,final_successful_runs\final_113\bundles\108_crop_planning_hierarchical_a2c_random_weather_seed_2_profile_pakistan_baseline,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,devoted-bird-12,2026-03-12T05:40:31.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup
109,Fertilization | DQN ablation | adaptive | fixed_weather | years=5000 | seed=0,fertilization,DQN,zk7g2z05,final_successful_runs\final_113\bundles\109_fertilization_dqn_ablation_adaptive_fixed_weather_years_5000_seed_0,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,mini-castle-122,2026-03-10T18:46:29.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;vec_normalize_not_present_in_recovered_backup
110,Fertilization | DQN ablation | adaptive | random_weather | years=5000 | seed=0,fertilization,DQN,vfgm40w7,final_successful_runs\final_113\bundles\110_fertilization_dqn_ablation_adaptive_random_weather_years_5000_seed_0,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,metal-level-123,2026-03-10T18:48:09.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;vec_normalize_not_present_in_recovered_backup
111,Crop planning | DQN ablation | nonadaptive | fixed_weather | seed=0,crop_planning,DQN,mn4hg3h6,final_successful_runs\final_113\bundles\111_crop_planning_dqn_ablation_nonadaptive_fixed_weather_seed_0,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,spiky-toadette-124,2026-03-10T20:14:47.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir
112,Crop planning | DQN ablation | nonadaptive | random_weather | seed=0,crop_planning,DQN,s6td3gfc,final_successful_runs\final_113\bundles\112_crop_planning_dqn_ablation_nonadaptive_random_weather_seed_0,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,royal-toad-125,2026-03-10T20:20:53.000Z,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir
113,Fertilization | Baseline only | end-year=2005,fertilization,BASELINE,wuqacesw,final_successful_runs\final_113\bundles\113_fertilization_baseline_only_end_year_2005,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,missing,missing,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,baseline_only_run_no_model_expected
