INIT PROF C    	FINAL PROF C   	PROF C DIFF    	RES C INPUT    	ROOT C INPUT   	HUMIFIED C     	RESP SOIL C    	RESP RES C     	RETAINED RES   	PRODUCED ROOT  	SOIL C CHG/YR  	AVG GROSS N MIN	AVG N IMMOB    	AVG NET N MIN  	AVG NH4 NITRIF 	AVG N2O FR NIT 	AVG NH3 VOLATIL	AVG NO3 DENIT  	AVG N2O FR DENI	AVG NO3 LEACH  	AVG NH4 LEACH  	AVG TOT N2O EMI
Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg/ha          	Mg/ha          	kg C/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        
151.605330     	149.739090     	-1.866240      	2.644808       	1.454616       	2.184444       	3.376344       	3.632323       	6.707728       	3.420158       	-1866.239790   	397.093135     	-18.943211     	378.149924     	2060.345387    	6.162880       	463.278681     	318.037988     	62.653335      	165.654936     	0.032806       	68.816215      
