index,status,exit_code,elapsed_seconds,label,domain,method,adaptive,hierarchical,fixed_weather,seed,budget,summary_json,deterministic_return,stochastic_return_mean,stochastic_return_std,baseline_best_return,uplift_vs_best_baseline_det,pak_holdout_return,command
1,FAILED,1,36.662,Fertilization | PPO | adaptive | fixed_weather | years=1000 | seed=0,fertilization,PPO,True,False,True,0,total_years=1000,runs/experiment_summaries/campaign_20260307_144229/metrics/001_fertilization_ppo_seed0_hFalse.json,,,,,,,/venv/main/bin/python experiments/fertilization/train.py --method PPO --total-years 1000 --n-process 16 --eval-freq 20000 --seed 0 --nutrient-action-mode NPK --price-profile pakistan_baseline --maxN 150.0 --maxP 80.0 --maxK 60.0 --p-actions 11 --k-actions 11 --n-nh4-rate 0.75 --fixed-weather --summary-json runs/experiment_summaries/campaign_20260307_144229/metrics/001_fertilization_ppo_seed0_hFalse.json
