DATE      	CROP                	PLANT_DATE	TOTAL BIOMASS  	ROOT BIOMASS   	GRAIN YIELD    	FORAGE YIELD   	AG RESIDUE     	HARVEST INDEX  	POTENTIAL TR   	ACTUAL TR      	SOIL EVAP      	IRRIGATION     	TOTAL N        	ROOT N         	GRAIN N        	FORAGE N       	CUM. N STRESS  	N IN HARVEST   	N IN RESIDUE   	N CONCN FORAGE 	N FIXATION     	N ADDED        
YYYY-MM-DD	-                   	YYYY-MM-DD	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/Mg          	mm             	mm             	mm             	mm             	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	-              	kg/ha          	kg/ha          	%              	kg/ha          	kg/ha          
2005-09-06	CornRM.100          	2005-04-14	18.438859      	2.109247       	8.952932       	0.000000       	7.376680       	0.548264       	534.995465     	406.215745     	129.282912     	0.000000       	0.226250       	0.020565       	0.151873       	0.000000       	0.000000       	151.872995     	74.377017      	0.000000       	0.000000       	0.000000       
2006-10-27	CornRM.100          	2006-06-23	17.189720      	1.893622       	8.129630       	0.000000       	7.166469       	0.531484       	282.922025     	272.476444     	193.020436     	0.000000       	0.246082       	0.017006       	0.166794       	0.000000       	0.000000       	166.793887     	79.287978      	0.000000       	0.000000       	0.000000       
2007-09-16	CornRM.100          	2007-05-05	24.003598      	2.837175       	11.027992      	0.000000       	10.138432      	0.521013       	438.042633     	436.219380     	108.131204     	0.000000       	0.237273       	0.022704       	0.154790       	0.000000       	0.000000       	154.789733     	82.483379      	0.000000       	0.000000       	0.000000       
2008-07-18	SoybeanMG.3         	2008-04-13	5.475198       	0.664610       	1.843981       	0.000000       	2.966607       	0.383317       	283.575373     	230.290175     	100.293190     	0.000000       	0.188611       	0.006631       	0.109765       	0.000000       	0.000000       	109.764545     	78.846476      	0.000000       	3.883227       	0.000000       
2009-08-24	SoybeanMG.3         	2009-05-12	4.773958       	0.571222       	1.611007       	0.000000       	2.591729       	0.383323       	296.120806     	213.139282     	110.053290     	0.000000       	0.168007       	0.005701       	0.097899       	0.000000       	0.000000       	97.898832      	70.107728      	0.000000       	0.000000       	0.000000       
2010-08-17	SoybeanMG.3         	2010-05-12	4.803924       	0.630587       	1.597438       	0.000000       	2.575899       	0.382772       	257.282383     	201.088338     	113.066941     	0.000000       	0.176675       	0.006282       	0.102674       	0.000000       	0.000000       	102.673948     	74.000952      	0.000000       	0.000000       	0.000000       
2011-08-28	CornRM.100          	2011-04-07	19.043408      	2.242584       	8.989023       	0.000000       	7.811802       	0.535035       	473.965141     	400.755997     	153.586028     	0.000000       	0.289750       	0.022363       	0.195284       	0.000000       	0.000000       	195.283526     	94.466966      	0.000000       	0.000000       	0.000000       
2012-09-05	SoybeanMG.3         	2012-06-01	5.683312       	0.730294       	1.902833       	0.000000       	3.050185       	0.384177       	242.863232     	230.034954     	106.494560     	0.000000       	0.216998       	0.007280       	0.126693       	0.000000       	0.000000       	126.693132     	90.304518      	0.000000       	0.000000       	0.000000       
2013-10-04	CornRM.100          	2013-05-26	21.617771      	2.548717       	10.007436      	0.000000       	9.061618       	0.524800       	370.708127     	371.492593     	122.851704     	0.000000       	0.300220       	0.025358       	0.198961       	0.000000       	0.000000       	198.960578     	101.259494     	0.000000       	0.000000       	0.000000       
2014-09-25	CornRM.100          	2014-05-12	22.208855      	2.624960       	10.439621      	0.000000       	9.144274       	0.533072       	438.923297     	425.857506     	110.695389     	0.000000       	0.246607       	0.023201       	0.162888       	0.000000       	0.000000       	162.888186     	83.718518      	0.000000       	0.000000       	0.000000       
2015-09-10	SoybeanMG.3         	2015-06-16	5.226882       	0.604742       	1.778773       	0.000000       	2.843367       	0.384838       	174.126403     	174.479011     	148.612784     	0.000000       	0.194653       	0.006037       	0.114082       	0.000000       	0.000000       	114.082147     	80.571169      	0.000000       	34.732173      	0.000000       
2016-07-16	SoybeanMG.3         	2016-04-06	5.261410       	0.665475       	1.762153       	0.000000       	2.833782       	0.383416       	342.578508     	253.025952     	101.992453     	0.000000       	0.182466       	0.006642       	0.106071       	0.000000       	0.000000       	106.070592     	76.395563      	0.000000       	6.706627       	0.000000       
2017-07-12	SoybeanMG.3         	2017-03-31	4.264134       	0.634466       	1.380479       	0.000000       	2.249189       	0.380332       	362.632122     	203.671513     	103.459868     	0.000000       	0.143506       	0.006327       	0.082290       	0.000000       	0.000000       	82.289810      	61.216191      	0.000000       	0.282961       	0.000000       
2018-08-04	SoybeanMG.3         	2018-04-28	5.325664       	0.684493       	1.775284       	0.000000       	2.865887       	0.382508       	316.757542     	229.876256     	117.397525     	0.000000       	0.179295       	0.006827       	0.103874       	0.000000       	0.000000       	103.873743     	75.421570      	0.000000       	0.036573       	0.000000       
