index,status,exit_code,elapsed_seconds,label,domain,method,adaptive,hierarchical,fixed_weather,seed,budget,summary_json,deterministic_return,stochastic_return_mean,stochastic_return_std,baseline_best_return,uplift_vs_best_baseline_det,pak_holdout_return,command
91,OK,0,883.277,Crop planning | A2C | adaptive | fixed_weather | seed=0,crop_planning,A2C,True,False,True,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/091_crop_planning_a2c_seed0_hFalse.json,22760.556640625,16219.7734375,1193.03369140625,20593.30859375,2167.248046875,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/091_crop_planning_a2c_seed0_hFalse.json
92,OK,0,860.858,Crop planning | A2C | nonadaptive | fixed_weather | seed=0,crop_planning,A2C,False,False,True,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/092_crop_planning_a2c_seed0_hFalse.json,15591.419921875,16374.59375,2059.54150390625,20593.30859375,-5001.888671875,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/092_crop_planning_a2c_seed0_hFalse.json
94,OK,0,890.798,Crop planning | A2C | adaptive | random_weather | seed=0,crop_planning,A2C,True,False,False,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/094_crop_planning_a2c_seed0_hFalse.json,20473.337890625,16348.9453125,842.4262084960938,20983.650390625,-510.3125,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/094_crop_planning_a2c_seed0_hFalse.json
95,OK,0,865.216,Crop planning | A2C | nonadaptive | random_weather | seed=0,crop_planning,A2C,False,False,False,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/095_crop_planning_a2c_seed0_hFalse.json,12589.94140625,16565.3125,2062.54052734375,20983.650390625,-8393.708984375,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/095_crop_planning_a2c_seed0_hFalse.json
97,OK,0,894.000,Crop planning | A2C | adaptive | fixed_weather | seed=1,crop_planning,A2C,True,False,True,1,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/097_crop_planning_a2c_seed1_hFalse.json,18993.7734375,17748.44921875,1482.5987548828125,20593.30859375,-1599.53515625,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 1 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/097_crop_planning_a2c_seed1_hFalse.json
98,OK,0,842.290,Crop planning | A2C | nonadaptive | fixed_weather | seed=1,crop_planning,A2C,False,False,True,1,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/098_crop_planning_a2c_seed1_hFalse.json,16757.755859375,17589.5,1920.703369140625,20593.30859375,-3835.552734375,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 1 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/098_crop_planning_a2c_seed1_hFalse.json
100,OK,0,889.555,Crop planning | A2C | adaptive | random_weather | seed=1,crop_planning,A2C,True,False,False,1,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/100_crop_planning_a2c_seed1_hFalse.json,15562.1611328125,18490.0625,1274.8055419921875,20882.505859375,-5320.3447265625,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 1 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/100_crop_planning_a2c_seed1_hFalse.json
101,OK,0,844.492,Crop planning | A2C | nonadaptive | random_weather | seed=1,crop_planning,A2C,False,False,False,1,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/101_crop_planning_a2c_seed1_hFalse.json,17189.0859375,17543.83984375,1938.987548828125,20882.505859375,-3693.419921875,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 1 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/101_crop_planning_a2c_seed1_hFalse.json
103,OK,0,889.507,Crop planning | A2C | adaptive | fixed_weather | seed=2,crop_planning,A2C,True,False,True,2,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/103_crop_planning_a2c_seed2_hFalse.json,24521.689453125,20796.806640625,1092.3878173828125,20593.30859375,3928.380859375,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive False --seed 2 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/103_crop_planning_a2c_seed2_hFalse.json
104,OK,0,868.967,Crop planning | A2C | nonadaptive | fixed_weather | seed=2,crop_planning,A2C,False,False,True,2,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/104_crop_planning_a2c_seed2_hFalse.json,13467.6904296875,15545.884765625,2413.4384765625,20593.30859375,-7125.6181640625,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather True --non_adaptive True --seed 2 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/104_crop_planning_a2c_seed2_hFalse.json
106,OK,0,898.351,Crop planning | A2C | adaptive | random_weather | seed=2,crop_planning,A2C,True,False,False,2,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/106_crop_planning_a2c_seed2_hFalse.json,22106.994140625,20218.64453125,1068.801025390625,20615.443359375,1491.55078125,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive False --seed 2 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/106_crop_planning_a2c_seed2_hFalse.json
107,OK,0,863.956,Crop planning | A2C | nonadaptive | random_weather | seed=2,crop_planning,A2C,False,False,False,2,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/107_crop_planning_a2c_seed2_hFalse.json,13500.076171875,15797.3515625,2003.2557373046875,20615.443359375,-7115.3671875,,/venv/main/bin/python experiments/crop_planning/train.py --method A2C --fixed_weather False --non_adaptive True --seed 2 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/107_crop_planning_a2c_seed2_hFalse.json
109,FAILED,1,14.535,Fertilization | DQN ablation | adaptive | fixed_weather | years=5000 | seed=0,fertilization,DQN,True,False,True,0,total_years=5000,runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/109_fertilization_dqn_seed0_hFalse.json,,,,,,,/venv/main/bin/python experiments/fertilization/train.py --method DQN --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --nutrient-action-mode NPK --price-profile pakistan_baseline --maxN 150.0 --maxP 80.0 --maxK 60.0 --p-actions 11 --k-actions 11 --n-nh4-rate 0.75 --fixed-weather --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/109_fertilization_dqn_seed0_hFalse.json
110,FAILED,1,14.193,Fertilization | DQN ablation | adaptive | random_weather | years=5000 | seed=0,fertilization,DQN,True,False,False,0,total_years=5000,runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/110_fertilization_dqn_seed0_hFalse.json,,,,,,,/venv/main/bin/python experiments/fertilization/train.py --method DQN --total-years 5000 --n-process 8 --eval-freq 20000 --seed 0 --nutrient-action-mode NPK --price-profile pakistan_baseline --maxN 150.0 --maxP 80.0 --maxK 60.0 --p-actions 11 --k-actions 11 --n-nh4-rate 0.75 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/110_fertilization_dqn_seed0_hFalse.json
111,FAILED,1,789.303,Crop planning | DQN ablation | nonadaptive | fixed_weather | seed=0,crop_planning,DQN,False,False,True,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/111_crop_planning_dqn_seed0_hFalse.json,,,,,,,/venv/main/bin/python experiments/crop_planning/train.py --method DQN --fixed_weather True --non_adaptive True --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/111_crop_planning_dqn_seed0_hFalse.json
112,FAILED,1,769.312,Crop planning | DQN ablation | nonadaptive | random_weather | seed=0,crop_planning,DQN,False,False,False,0,total_timesteps=500(default),runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/112_crop_planning_dqn_seed0_hFalse.json,,,,,,,/venv/main/bin/python experiments/crop_planning/train.py --method DQN --fixed_weather False --non_adaptive True --seed 0 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/112_crop_planning_dqn_seed0_hFalse.json
113,OK,0,1143.888,Fertilization | Baseline only | end-year=2005,fertilization,BASELINE,n/a,False,n/a,n/a,n/a,runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/113_fertilization_baseline_seedn_a_hFalse.json,,,,750198.0625,,,/venv/main/bin/python experiments/fertilization/train.py --end-year 2005 --baseline --nutrient-action-mode NPK --price-profile pakistan_baseline --maxN 150.0 --maxP 80.0 --maxK 60.0 --p-actions 11 --k-actions 11 --n-nh4-rate 0.75 --summary-json runs/experiment_summaries/non_hier_10_3_2026_20260309_193918/metrics/113_fertilization_baseline_seedn_a_hFalse.json
