YEAR   	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	RES BIOMASS IN 	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	ROOT BIOMASS IN	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	RES C DECOMP   	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	ROOT C DECOMP  	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	INIT C MASS    	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	HUMIFIED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	RESPIRED C     	FINAL C        	FINAL C        	FINAL C        	FINAL C        	FINAL C        	FINAL C        	FINAL C        	FINAL C        	FINAL C        	C DIFF         	C DIFF         	C DIFF         	C DIFF         	C DIFF         	C DIFF         	C DIFF         	C DIFF         	C DIFF         
1988	0.390509       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.747619       	0.643481       	1.030552       	1.326085       	0.712407       	0.377655       	0.201102       	0.106433       	0.055916       	4.068003       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.318271       	0.258777       	0.413063       	0.538026       	0.251213       	0.123163       	0.058866       	0.041216       	0.023895       	14.774691      	10.586726      	21.269804      	8.336977       	8.014337       	4.397900       	4.302795       	4.251274       	4.224404       	2.133341       	0.187547       	0.317767       	0.277229       	0.129232       	0.064976       	0.031119       	0.023048       	0.014154       	1.142443       	0.155392       	0.275959       	0.111225       	0.051281       	0.023983       	0.012095       	0.009441       	0.006222       	15.136056      	10.514811      	21.126165      	8.413443       	8.048174       	4.416184       	4.311853       	4.258170       	4.228793       	0.361365       	-0.071915      	-0.143640      	0.076466       	0.033837       	0.018284       	0.009058       	0.006896       	0.004389       
1989	0.361045       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.729902       	0.628232       	1.006130       	1.294942       	0.698105       	0.372534       	0.198990       	0.106633       	0.057074       	3.823610       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.304137       	0.273793       	0.437010       	0.530905       	0.311760       	0.205896       	0.111091       	0.048614       	0.023716       	15.136056      	10.514811      	21.126165      	8.413443       	8.048174       	4.416184       	4.311853       	4.258170       	4.228793       	1.973988       	0.208930       	0.361561       	0.274521       	0.163945       	0.114454       	0.061027       	0.026126       	0.012705       	1.115197       	0.178012       	0.327420       	0.112309       	0.069394       	0.046191       	0.023144       	0.009458       	0.004587       	15.411815      	10.431412      	20.952409      	8.489199       	8.094077       	4.451497       	4.329372       	4.265142       	4.232038       	0.275758       	-0.083399      	-0.173756      	0.075757       	0.045903       	0.035313       	0.017520       	0.006972       	0.003245       
1990	0.405153       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.809329       	0.696596       	1.115616       	1.435187       	0.769895       	0.411397       	0.219029       	0.116451       	0.061411       	5.222136       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.377635       	0.314614       	0.507468       	0.680108       	0.376051       	0.169477       	0.092014       	0.047867       	0.024648       	15.411815      	10.431412      	20.952409      	8.489199       	8.094077       	4.451497       	4.329372       	4.265142       	4.232038       	2.573658       	0.246428       	0.432021       	0.362603       	0.202669       	0.091458       	0.051067       	0.026852       	0.013971       	1.457657       	0.213255       	0.396148       	0.151265       	0.084744       	0.035628       	0.020735       	0.011032       	0.005770       	15.785641      	10.327902      	20.734985      	8.591172       	8.149432       	4.478549       	4.344924       	4.273243       	4.236115       	0.373827       	-0.103511      	-0.217423      	0.101972       	0.055355       	0.027052       	0.015552       	0.008101       	0.004076       
1991	0.318419       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.597675       	0.514424       	0.823863       	1.058254       	0.567556       	0.302763       	0.158388       	0.083035       	0.043833       	4.563892       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.308708       	0.241639       	0.388298       	0.456407       	0.183080       	0.105736       	0.063952       	0.045663       	0.025257       	15.785641      	10.327902      	20.734985      	8.591172       	8.149432       	4.478549       	4.344924       	4.273243       	4.236115       	2.156017       	0.189445       	0.340575       	0.240959       	0.096785       	0.058362       	0.036363       	0.027987       	0.015940       	1.258499       	0.162497       	0.315760       	0.098656       	0.040692       	0.023701       	0.015321       	0.012661       	0.007452       	16.100669      	10.253659      	20.563642      	8.657319       	8.175139       	4.496526       	4.356358       	4.282469       	4.241343       	0.315027       	-0.074243      	-0.171343      	0.066147       	0.025707       	0.017977       	0.011434       	0.009225       	0.005228       
1992	0.177127       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.873788       	0.752076       	1.204469       	1.549558       	0.835237       	0.446900       	0.236670       	0.124362       	0.065521       	2.277584       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.258622       	0.259769       	0.416312       	0.502916       	0.316566       	0.167771       	0.089409       	0.042311       	0.022226       	16.100669      	10.253659      	20.563642      	8.657319       	8.175139       	4.496526       	4.356358       	4.282469       	4.241343       	1.113812       	0.194967       	0.339085       	0.246139       	0.158113       	0.086700       	0.046663       	0.022176       	0.012216       	0.718724       	0.169673       	0.312023       	0.096706       	0.061533       	0.032049       	0.016995       	0.008174       	0.004870       	16.141623      	10.160106      	20.373074      	8.721329       	8.215564       	4.520912       	4.369052       	4.288315       	4.244671       	0.040954       	-0.093552      	-0.190569      	0.064010       	0.040425       	0.024386       	0.012694       	0.005846       	0.003328       
1993	0.556332       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.794314       	0.683672       	1.094919       	1.406013       	0.751589       	0.400261       	0.212273       	0.112944       	0.059164       	5.735128       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.409076       	0.323864       	0.512757       	0.659655       	0.359252       	0.169062       	0.082759       	0.050727       	0.026408       	16.141623      	10.160106      	20.373074      	8.721329       	8.215564       	4.520912       	4.369052       	4.288315       	4.244671       	2.536062       	0.226438       	0.369911       	0.348754       	0.190328       	0.091317       	0.044526       	0.027279       	0.014229       	1.494687       	0.175703       	0.295351       	0.141254       	0.076642       	0.034587       	0.016838       	0.009808       	0.004992       	16.509938      	10.096163      	20.251117      	8.819690       	8.267710       	4.547368       	4.381747       	4.295482       	4.248149       	0.368315       	-0.063943      	-0.121957      	0.098361       	0.052146       	0.026455       	0.012695       	0.007168       	0.003478       
1994	0.358140       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.778863       	0.670373       	1.073620       	1.381836       	0.742367       	0.396580       	0.212592       	0.113305       	0.060153       	4.625215       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.341942       	0.291853       	0.471045       	0.682221       	0.388684       	0.229633       	0.113103       	0.047605       	0.024590       	16.509938      	10.096163      	20.251117      	8.819690       	8.267710       	4.547368       	4.381747       	4.295482       	4.248149       	1.979383       	0.226458       	0.390355       	0.364192       	0.212417       	0.129270       	0.063182       	0.026243       	0.013478       	1.251662       	0.194205       	0.351372       	0.153349       	0.091918       	0.052309       	0.024839       	0.010320       	0.005152       	16.707668      	10.004332      	20.069409      	8.923847       	8.328646       	4.587316       	4.400510       	4.303049       	4.251769       	0.197730       	-0.091832      	-0.181707      	0.104157       	0.060935       	0.039949       	0.018764       	0.007567       	0.003620       
1995	0.334191       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.780330       	0.671636       	1.075643       	1.383695       	0.745117       	0.399496       	0.211861       	0.112228       	0.059486       	4.180467       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.315474       	0.267447       	0.413573       	0.489139       	0.237200       	0.128891       	0.075412       	0.049574       	0.026630       	16.707668      	10.004332      	20.069409      	8.923847       	8.328646       	4.587316       	4.400510       	4.303049       	4.251769       	1.720146       	0.193295       	0.314367       	0.247267       	0.121161       	0.067681       	0.041194       	0.027624       	0.014876       	1.106824       	0.157869       	0.268037       	0.098480       	0.050463       	0.026398       	0.016873       	0.010943       	0.005790       	16.870191      	9.933020       	19.932787      	8.988568       	8.360347       	4.607314       	4.413170       	4.311076       	4.255857       	0.162522       	-0.071312      	-0.136623      	0.064721       	0.031701       	0.019997       	0.012660       	0.008027       	0.004088       
1996	0.405498       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.834368       	0.718147       	1.150131       	1.480533       	0.796207       	0.426892       	0.228206       	0.122009       	0.064752       	4.374501       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.348300       	0.308261       	0.508985       	0.688602       	0.387103       	0.193929       	0.090527       	0.034609       	0.016075       	16.870191      	9.933020       	19.932787      	8.988568       	8.360347       	4.607314       	4.413170       	4.311076       	4.255857       	1.748904       	0.225641       	0.397543       	0.362864       	0.204137       	0.104129       	0.047734       	0.017957       	0.008400       	1.159379       	0.185096       	0.342722       	0.150677       	0.083092       	0.039683       	0.017448       	0.006838       	0.003249       	17.005030      	9.853294       	19.767645      	9.089407       	8.414808       	4.637556       	4.426331       	4.316101       	4.258159       	0.134840       	-0.079725      	-0.165142      	0.100839       	0.054461       	0.030243       	0.013161       	0.005024       	0.002302       
1997	0.416624       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.814294       	0.700869       	1.122461       	1.442652       	0.774566       	0.414256       	0.221292       	0.117642       	0.062225       	4.318969       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.333024       	0.286130       	0.458683       	0.593629       	0.309365       	0.162383       	0.102370       	0.060558       	0.033535       	17.005030      	9.853294       	19.767645      	9.089407       	8.414808       	4.637556       	4.426331       	4.316101       	4.258159       	1.657288       	0.203838       	0.352804       	0.308706       	0.161987       	0.087840       	0.056872       	0.033224       	0.018082       	1.109061       	0.163876       	0.301792       	0.125599       	0.065643       	0.034103       	0.022682       	0.012488       	0.006364       	17.136297      	9.785356       	19.620636      	9.173309       	8.457641       	4.663519       	4.443456       	4.325354       	4.262726       	0.131266       	-0.067939      	-0.147009      	0.083902       	0.042833       	0.025963       	0.017125       	0.009254       	0.004567       
1998	0.384803       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.840136       	0.723112       	1.158083       	1.490554       	0.801617       	0.424881       	0.225971       	0.120036       	0.063916       	6.340776       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.433498       	0.363638       	0.542741       	0.657013       	0.304055       	0.164961       	0.115081       	0.065634       	0.036057       	17.136297      	9.785356       	19.620636      	9.173309       	8.457641       	4.663519       	4.443456       	4.325354       	4.262726       	2.306423       	0.261738       	0.412533       	0.346344       	0.160447       	0.089789       	0.064578       	0.038453       	0.021484       	1.556463       	0.205545       	0.342693       	0.142815       	0.069207       	0.036206       	0.025554       	0.016145       	0.009179       	17.353565      	9.710101       	19.464720      	9.268456       	8.502360       	4.691086       	4.462700       	4.337285       	4.269320       	0.217268       	-0.075254      	-0.155916      	0.095147       	0.044719       	0.027567       	0.019244       	0.011931       	0.006594       
1999	0.262368       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.838808       	0.721969       	1.156252       	1.487734       	0.801144       	0.428430       	0.227241       	0.119628       	0.062718       	4.654350       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.355156       	0.304398       	0.524940       	0.710774       	0.418666       	0.229130       	0.087175       	0.046636       	0.024905       	17.353565      	9.710101       	19.464720      	9.268456       	8.502360       	4.691086       	4.462700       	4.337285       	4.269320       	1.646848       	0.225835       	0.399147       	0.380423       	0.222848       	0.125433       	0.047251       	0.026144       	0.014848       	1.164973       	0.186653       	0.333078       	0.159487       	0.089151       	0.047356       	0.018445       	0.010775       	0.006700       	17.438734      	9.626201       	19.316463      	9.375589       	8.561919       	4.727244       	4.476508       	4.345096       	4.274017       	0.085169       	-0.083900      	-0.148257      	0.107132       	0.059559       	0.036158       	0.013809       	0.007811       	0.004697       
2000	0.239902       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.833927       	0.717768       	1.149524       	1.479413       	0.796962       	0.425517       	0.227459       	0.121821       	0.064965       	4.392272       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.338985       	0.270202       	0.426004       	0.485076       	0.269929       	0.143691       	0.103932       	0.053631       	0.028080       	17.438734      	9.626201       	19.316463      	9.375589       	8.561919       	4.727244       	4.476508       	4.345096       	4.274017       	1.523465       	0.193264       	0.327331       	0.242373       	0.140235       	0.077506       	0.057181       	0.029355       	0.015548       	1.103642       	0.157284       	0.282415       	0.097062       	0.059736       	0.031970       	0.022461       	0.011249       	0.006042       	17.485602      	9.554521       	19.170415      	9.437568       	8.600002       	4.751503       	4.493379       	4.353299       	4.278250       	0.046867       	-0.071680      	-0.146048      	0.061980       	0.038083       	0.024259       	0.016870       	0.008203       	0.004232       
2001	0.348526       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.807567       	0.695079       	1.113188       	1.431763       	0.767217       	0.408926       	0.218133       	0.116422       	0.061573       	5.300400       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.370921       	0.335626       	0.521952       	0.730710       	0.370780       	0.180722       	0.083152       	0.052682       	0.028165       	17.485602      	9.554521       	19.170415      	9.437568       	8.600002       	4.751503       	4.493379       	4.353299       	4.278250       	1.768314       	0.234370       	0.371397       	0.391510       	0.196624       	0.097477       	0.045620       	0.030072       	0.016525       	1.272083       	0.179735       	0.290691       	0.162383       	0.080010       	0.036793       	0.018380       	0.012485       	0.007106       	17.584608      	9.494046       	19.059077      	9.546995       	8.652579       	4.779498       	4.507124       	4.362368       	4.283203       	0.099006       	-0.060475      	-0.111337      	0.109427       	0.052577       	0.027995       	0.013745       	0.009070       	0.004953       
