num_timesteps,env_index,date,year,doy,operation_year,n_kg,p_kg,k_kg,cost_n,cost_p,cost_k,cost_total,reward,planner_applied,window_compliant,crop_name,action_raw
1,0,2005-01-01,2005,1,1,60.0,48.0,48.0,1220.86956,4786.992383999999,2303.722464,8311.584407999999,-100.01000213623047,True,,SoybeanMG.3,"[1, 0, 2, 7, 4, 6, 8]"
2,0,2005-01-08,2005,8,1,135.0,24.0,30.0,2746.95651,2393.4961919999996,1439.8265399999998,6580.279242,-2.0249950885772705,False,,,"[0, 11, 9, 2, 9, 3, 5]"
3,0,2005-01-15,2005,15,1,150.0,40.0,6.0,3052.1739000000002,3989.16032,287.965308,7329.2995280000005,-1.3118295669555664,False,,,"[1, 12, 2, 2, 10, 5, 1]"
4,0,2005-01-22,2005,22,1,135.0,24.0,36.0,2746.95651,2393.4961919999996,1727.7918479999998,6868.244549999999,-0.9010555148124695,False,,,"[1, 2, 4, 8, 9, 3, 6]"
5,0,2005-01-29,2005,29,1,45.0,0.0,48.0,915.6521700000001,0.0,2303.722464,3219.374634,-0.37403246760368347,False,,,"[0, 2, 8, 8, 3, 0, 8]"
6,0,2005-02-05,2005,36,1,75.0,72.0,54.0,1526.0869500000001,7180.488576,2591.6877719999998,11298.263298,-1.0070112943649292,False,,,"[0, 11, 3, 7, 5, 9, 9]"
7,0,2005-02-12,2005,43,1,45.0,56.0,60.0,915.6521700000001,5584.824447999999,2879.6530799999996,9380.129697999999,-0.6695669293403625,False,,,"[1, 12, 1, 1, 3, 7, 10]"
8,0,2005-02-19,2005,50,1,45.0,64.0,60.0,915.6521700000001,6382.656512,2879.6530799999996,10177.961761999999,-0.5991210341453552,False,,,"[1, 3, 2, 1, 3, 8, 10]"
9,0,2005-02-26,2005,57,1,75.0,72.0,12.0,1526.0869500000001,7180.488576,575.930616,9282.506142,-0.46779727935791016,False,,,"[0, 5, 6, 3, 5, 9, 2]"
10,0,2005-03-05,2005,64,1,150.0,64.0,30.0,3052.1739000000002,6382.656512,1439.8265399999998,10874.656952,-0.4754369854927063,False,,,"[1, 9, 0, 1, 10, 8, 5]"
11,0,2005-03-12,2005,71,1,105.0,56.0,30.0,2136.52173,5584.824447999999,1439.8265399999998,9161.172718,-0.3563793897628784,False,,,"[1, 3, 3, 7, 7, 7, 5]"
12,0,2005-03-19,2005,78,1,105.0,16.0,12.0,2136.52173,1595.664128,575.930616,4308.1164739999995,-0.1551908254623413,False,,,"[1, 12, 6, 1, 7, 2, 2]"
13,0,2005-03-26,2005,85,1,90.0,40.0,42.0,1831.3043400000001,3989.16032,2015.757156,7836.221815999999,-0.26335692405700684,False,,,"[1, 10, 4, 8, 6, 5, 7]"
14,0,2005-04-02,2005,92,1,45.0,80.0,6.0,915.6521700000001,7978.32064,287.965308,9181.938118,-0.28823819756507874,False,,,"[0, 7, 1, 4, 3, 10, 1]"
15,0,2005-04-09,2005,99,1,120.0,8.0,42.0,2441.73912,797.832064,2015.757156,5255.32834,-0.15632987022399902,False,,,"[1, 2, 9, 4, 8, 1, 7]"
16,0,2005-04-16,2005,106,1,75.0,24.0,54.0,1526.0869500000001,2393.4961919999996,2591.6877719999998,6511.270913999999,-0.18466149270534515,False,,,"[0, 5, 5, 2, 5, 3, 9]"
17,0,2005-04-23,2005,113,1,45.0,8.0,24.0,915.6521700000001,797.832064,1151.861232,2865.3454659999998,-0.07848372310400009,False,,,"[0, 2, 6, 2, 3, 1, 4]"
18,0,2005-04-30,2005,120,1,30.0,0.0,6.0,610.43478,0.0,287.965308,898.4000880000001,-0.02406296506524086,False,,,"[1, 12, 4, 2, 2, 0, 1]"
19,0,2005-05-07,2005,127,1,30.0,56.0,18.0,610.43478,5584.824447999999,863.8959239999999,7059.155151999999,-0.18443743884563446,False,,,"[0, 11, 4, 1, 2, 7, 3]"
20,0,2005-05-14,2005,134,1,15.0,8.0,60.0,305.21739,797.832064,2879.6530799999996,3982.7025339999996,-0.10186291486024857,False,,,"[0, 0, 5, 7, 1, 1, 10]"
21,0,2005-05-21,2005,141,1,75.0,0.0,42.0,1526.0869500000001,0.0,2015.757156,3541.844106,-0.08897041529417038,False,,,"[0, 1, 6, 1, 5, 0, 7]"
22,0,2005-05-28,2005,148,1,150.0,0.0,24.0,3052.1739000000002,0.0,1151.861232,4204.035132,-0.1038815826177597,False,,,"[0, 12, 4, 9, 10, 0, 4]"
23,0,2005-06-04,2005,155,1,75.0,48.0,54.0,1526.0869500000001,4786.992383999999,2591.6877719999998,8904.767106,-0.21530790627002716,False,,,"[1, 6, 1, 3, 5, 6, 9]"
24,0,2005-06-11,2005,162,1,60.0,16.0,24.0,1220.86956,1595.664128,1151.861232,3968.3949199999997,-0.09412560611963272,False,,,"[1, 0, 8, 2, 4, 2, 4]"
25,0,2005-06-18,2005,169,1,45.0,0.0,24.0,915.6521700000001,0.0,1151.861232,2067.513402,-0.04831254109740257,False,,,"[0, 5, 8, 2, 3, 0, 4]"
26,0,2005-06-25,2005,176,1,135.0,0.0,18.0,2746.95651,0.0,863.8959239999999,3610.852434,-0.08325880020856857,False,,,"[1, 6, 1, 0, 9, 0, 3]"
27,0,2005-07-02,2005,183,1,135.0,0.0,42.0,2746.95651,0.0,2015.757156,4762.713666,-0.10836979746818542,False,,,"[1, 4, 3, 4, 9, 0, 7]"
28,0,2005-07-09,2005,190,1,150.0,80.0,48.0,3052.1739000000002,7978.32064,2303.722464,13334.217004,0.20250117778778076,False,,,"[0, 0, 4, 2, 10, 10, 8]"
29,0,2005-07-16,2005,197,1,75.0,56.0,36.0,1526.0869500000001,5584.824447999999,1727.7918479999998,8838.703246,-0.19989609718322754,False,,,"[0, 0, 0, 5, 5, 7, 6]"
30,0,2005-07-23,2005,204,1,75.0,48.0,12.0,1526.0869500000001,4786.992383999999,575.930616,6889.009949999999,-0.15452517569065094,False,,,"[1, 3, 5, 6, 5, 6, 2]"
31,0,2005-07-30,2005,211,1,120.0,0.0,0.0,2441.73912,0.0,0.0,2441.73912,-0.05439635366201401,False,,,"[1, 7, 1, 3, 8, 0, 0]"
32,0,2005-08-06,2005,218,1,30.0,64.0,42.0,610.43478,6382.656512,2015.757156,9008.848447999999,-0.19846290349960327,False,,,"[0, 10, 9, 4, 2, 8, 7]"
33,0,2005-08-13,2005,225,1,45.0,48.0,42.0,915.6521700000001,4786.992383999999,2015.757156,7718.401709999999,-0.16767261922359467,False,,,"[1, 9, 7, 0, 3, 6, 7]"
34,0,2005-08-20,2005,232,1,90.0,8.0,12.0,1831.3043400000001,797.832064,575.930616,3205.06702,-0.06876011937856674,False,,,"[1, 6, 4, 8, 6, 1, 2]"
35,0,2005-08-27,2005,239,1,0.0,8.0,0.0,0.0,797.832064,0.0,797.832064,-0.01695619709789753,False,,,"[0, 7, 5, 7, 0, 1, 0]"
36,0,2005-09-03,2005,246,1,150.0,48.0,54.0,3052.1739000000002,4786.992383999999,2591.6877719999998,10430.854055999998,-0.21857167780399323,False,,,"[0, 4, 6, 3, 10, 6, 9]"
37,0,2005-09-10,2005,253,1,0.0,24.0,60.0,0.0,2393.4961919999996,2879.6530799999996,5273.149271999999,-0.10892561823129654,False,,,"[0, 1, 1, 1, 0, 3, 10]"
38,0,2005-09-17,2005,260,1,90.0,80.0,42.0,1831.3043400000001,7978.32064,2015.757156,11825.382136,-0.23953750729560852,False,,,"[1, 8, 5, 8, 6, 10, 7]"
39,0,2005-09-24,2005,267,1,45.0,80.0,24.0,915.6521700000001,7978.32064,1151.861232,10045.834041999999,-0.19890759885311127,False,,,"[0, 4, 5, 6, 3, 10, 4]"
40,0,2005-10-01,2005,274,1,105.0,40.0,6.0,2136.52173,3989.16032,287.965308,6413.647357999999,-0.12416112422943115,False,,,"[0, 12, 3, 6, 7, 5, 1]"
41,0,2005-10-08,2005,281,1,15.0,48.0,30.0,305.21739,4786.992383999999,1439.8265399999998,6532.036313999999,-0.12366216629743576,False,,,"[1, 4, 1, 8, 1, 6, 5]"
42,0,2005-10-15,2005,288,1,45.0,64.0,54.0,915.6521700000001,6382.656512,2591.6877719999998,9889.996454,-0.1826987862586975,False,,,"[0, 8, 8, 7, 3, 8, 9]"
43,0,2005-10-22,2005,295,1,135.0,16.0,24.0,2746.95651,1595.664128,1151.861232,5494.4818700000005,-0.09918086975812912,False,,,"[0, 3, 1, 3, 9, 2, 4]"
44,0,2005-10-29,2005,302,1,45.0,0.0,6.0,915.6521700000001,0.0,287.965308,1203.6174780000001,-0.021316474303603172,False,,,"[0, 8, 8, 9, 3, 0, 1]"
45,0,2005-11-05,2005,309,1,0.0,72.0,60.0,0.0,7180.488576,2879.6530799999996,10060.141656,-0.17443308234214783,False,,,"[1, 9, 4, 6, 0, 9, 10]"
46,0,2005-11-12,2005,316,1,60.0,32.0,6.0,1220.86956,3191.328256,287.965308,4700.163124,-0.07991062849760056,False,,,"[1, 9, 1, 3, 4, 4, 1]"
47,0,2005-11-19,2005,323,1,75.0,56.0,54.0,1526.0869500000001,5584.824447999999,2591.6877719999998,9702.59917,-0.16149532794952393,False,,,"[0, 7, 3, 0, 5, 7, 9]"
48,0,2005-11-26,2005,330,1,135.0,0.0,60.0,2746.95651,0.0,2879.6530799999996,5626.60959,-0.09178309887647629,False,,,"[0, 8, 7, 6, 9, 0, 10]"
49,0,2005-12-03,2005,337,1,90.0,72.0,36.0,1831.3043400000001,7180.488576,1727.7918479999998,10739.584764,-0.17137128114700317,False,,,"[0, 12, 7, 0, 6, 9, 6]"
50,0,2005-12-10,2005,344,1,75.0,24.0,6.0,1526.0869500000001,2393.4961919999996,287.965308,4207.548449999999,-0.0658094584941864,False,,,"[1, 11, 6, 0, 5, 3, 1]"
51,0,2005-12-17,2005,351,1,15.0,72.0,54.0,305.21739,7180.488576,2591.6877719999998,10077.393737999999,-0.15430086851119995,False,,,"[1, 12, 7, 8, 1, 9, 9]"
52,0,2005-12-24,2005,358,1,150.0,56.0,12.0,3052.1739000000002,5584.824447999999,575.930616,9212.928963999999,-0.13801591098308563,False,,,"[1, 1, 0, 6, 10, 7, 2]"
53,0,2005-12-31,2005,365,1,90.0,32.0,18.0,1831.3043400000001,3191.328256,863.8959239999999,5886.52852,-0.09451864659786224,False,,,"[0, 13, 3, 4, 6, 4, 3]"
54,0,2006-01-07,2006,7,2,150.0,56.0,54.0,3313.0435500000003,6020.0056,3044.4525,12377.50165,-0.17748677730560303,True,,SoybeanMG.3,"[1, 9, 9, 4, 10, 7, 9]"
55,0,2006-01-14,2006,14,2,60.0,8.0,0.0,1325.2174200000002,860.0008,0.0,2185.21822,-0.03072214499115944,False,,,"[0, 12, 5, 3, 4, 1, 0]"
56,0,2006-01-21,2006,21,2,105.0,40.0,6.0,2319.130485,4300.004,338.2725,6957.4069850000005,-0.09595879167318344,False,,,"[1, 6, 8, 7, 7, 5, 1]"
57,0,2006-01-28,2006,28,2,45.0,32.0,24.0,993.9130650000001,3440.0032,1353.09,5787.006265,-0.07838357985019684,False,,,"[0, 0, 6, 0, 3, 4, 4]"
58,0,2006-02-04,2006,35,2,75.0,8.0,48.0,1656.5217750000002,860.0008,2706.18,5222.702574999999,-0.06955111771821976,False,,,"[1, 3, 3, 3, 5, 1, 8]"
59,0,2006-02-11,2006,42,2,90.0,56.0,42.0,1987.8261300000001,6020.0056,2367.9075,10375.739230000001,-0.13572922348976135,False,,,"[1, 13, 5, 5, 6, 7, 7]"
60,0,2006-02-18,2006,49,2,105.0,8.0,30.0,2319.130485,860.0008,1691.3625,4870.493785000001,-0.06266613304615021,False,,,"[0, 1, 4, 2, 7, 1, 5]"
