index,label,bundle_dir,summary_json_relpath,wandb_summary_relpath,run_id,status,domain,method,seed,fixed_weather,weather_label,nonadaptive,adaptive,adaptive_label,hierarchical,baseline,total_years,budget_label,price_profile,nutrient_action_mode,report_group,primary_metric_name,primary_metric_value,deterministic_return,eval_det_mean_reward,eval_sto_mean_reward,stochastic_return_mean,stochastic_return_std,pak_holdout_return,baseline_best_return,uplift_vs_best_baseline_det,runtime_seconds,source_kind,source_project,source_run_name,source_created,notes,replacement_reason,replacement_previous_run_id,guardrail_enforce_calendar_windows,guardrail_limit_fertilizer_to_season,guardrail_annual_n_budget,guardrail_annual_p_budget,guardrail_annual_k_budget,hierarchical_export_match,hierarchical_export_det_return,hierarchical_export_eval_det_mean_reward,group_key
32,Fertilization | PPO | nonadaptive | random_weather | years=5000 | seed=1,artifacts/final_successful_runs/final_113/bundles/032_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_1,artifacts/final_successful_runs/final_113/bundles/032_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_1/summary/032_fertilization_ppo_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/032_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_1/wandb/wandb-summary.json,lktnr61f,finished,fertilization,PPO,1,False,random_weather,True,False,nonadaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,750198.0,750198.0,,,598070.625,36953.82421875,637783.875,,,2173.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,PPO | nonadaptive | random_weather | years=5000
33,Fertilization | PPO | adaptive | fixed_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/033_fertilization_ppo_adaptive_fixed_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/033_fertilization_ppo_adaptive_fixed_weather_years_5000_seed_2/summary/033_fertilization_ppo_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/033_fertilization_ppo_adaptive_fixed_weather_years_5000_seed_2/wandb/wandb-summary.json,8in1j5f5,finished,fertilization,PPO,2,True,fixed_weather,False,True,adaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,642502.5625,642502.5625,,,687985.625,25140.7109375,667895.625,,,2340.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,PPO | adaptive | fixed_weather | years=5000
34,Fertilization | PPO | nonadaptive | fixed_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/034_fertilization_ppo_nonadaptive_fixed_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/034_fertilization_ppo_nonadaptive_fixed_weather_years_5000_seed_2/summary/034_fertilization_ppo_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/034_fertilization_ppo_nonadaptive_fixed_weather_years_5000_seed_2/wandb/wandb-summary.json,ctw876h7,finished,fertilization,PPO,2,True,fixed_weather,True,False,nonadaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,653554.5625,653554.5625,,,587222.6875,41298.46875,599169.1875,,,2333.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,PPO | nonadaptive | fixed_weather | years=5000
35,Fertilization | PPO | adaptive | random_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/035_fertilization_ppo_adaptive_random_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/035_fertilization_ppo_adaptive_random_weather_years_5000_seed_2/summary/035_fertilization_ppo_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/035_fertilization_ppo_adaptive_random_weather_years_5000_seed_2/wandb/wandb-summary.json,ppyj9pgl,finished,fertilization,PPO,2,False,random_weather,False,True,adaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,737257.8125,737257.8125,,,699557.0625,8926.0224609375,708075.5625,,,2198.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,PPO | adaptive | random_weather | years=5000
36,Fertilization | PPO | nonadaptive | random_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/036_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/036_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_2/summary/036_fertilization_ppo_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/036_fertilization_ppo_nonadaptive_random_weather_years_5000_seed_2/wandb/wandb-summary.json,4zkr08zy,finished,fertilization,PPO,2,False,random_weather,True,False,nonadaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,750198.0,750198.0,,,701599.3125,17542.021484375,709488.1875,,,2082.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,PPO | nonadaptive | random_weather | years=5000
37,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=0,artifacts/final_successful_runs/final_113/bundles/037_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_0,artifacts/final_successful_runs/final_113/bundles/037_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_0/summary/037_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/037_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_0/wandb/wandb-summary.json,7v79alw2,finished,fertilization,A2C,0,True,fixed_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,-104278.625,-104278.625,,,-257768.625,88304.296875,-278278.5625,,,1106.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=1000
38,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=0,artifacts/final_successful_runs/final_113/bundles/038_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_0,artifacts/final_successful_runs/final_113/bundles/038_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_0/summary/038_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/038_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_0/wandb/wandb-summary.json,ipn736ko,finished,fertilization,A2C,0,True,fixed_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,170368.9375,170368.9375,,,-286021.34375,117090.2578125,-210124.34375,,,1859.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=1000
39,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=0,artifacts/final_successful_runs/final_113/bundles/039_fertilization_a2c_adaptive_random_weather_years_1000_seed_0,artifacts/final_successful_runs/final_113/bundles/039_fertilization_a2c_adaptive_random_weather_years_1000_seed_0/summary/039_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/039_fertilization_a2c_adaptive_random_weather_years_1000_seed_0/wandb/wandb-summary.json,suqqtmoo,finished,fertilization,A2C,0,False,random_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,-120947.390625,-120947.390625,,,-393522.6875,115185.75,-409461.5625,,,1853.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=1000
40,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=0,artifacts/final_successful_runs/final_113/bundles/040_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_0,artifacts/final_successful_runs/final_113/bundles/040_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_0/summary/040_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/040_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_0/wandb/wandb-summary.json,techtnp8,finished,fertilization,A2C,0,False,random_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,190460.265625,190460.265625,,,-303863.65625,109697.96875,-270898.5625,,,1782.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=1000
41,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=1,artifacts/final_successful_runs/final_113/bundles/041_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_1,artifacts/final_successful_runs/final_113/bundles/041_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_1/summary/041_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/041_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_1/wandb/wandb-summary.json,hfo2uk4f,finished,fertilization,A2C,1,True,fixed_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,290545.15625,290545.15625,,,-214449.828125,104543.8203125,-164702.578125,,,1126.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=1000
42,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=1,artifacts/final_successful_runs/final_113/bundles/042_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_1,artifacts/final_successful_runs/final_113/bundles/042_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_1/summary/042_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/042_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_1/wandb/wandb-summary.json,jybgxsht,finished,fertilization,A2C,1,True,fixed_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,3133.5625,3133.5625,,,-225497.828125,125291.0546875,-198657.21875,,,1196.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=1000
43,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=1,artifacts/final_successful_runs/final_113/bundles/043_fertilization_a2c_adaptive_random_weather_years_1000_seed_1,artifacts/final_successful_runs/final_113/bundles/043_fertilization_a2c_adaptive_random_weather_years_1000_seed_1/summary/043_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/043_fertilization_a2c_adaptive_random_weather_years_1000_seed_1/wandb/wandb-summary.json,lhscmvcd,finished,fertilization,A2C,1,False,random_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,5813.375,5813.375,,,-407298.34375,96607.4609375,-398430.3125,,,1388.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=1000
44,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=1,artifacts/final_successful_runs/final_113/bundles/044_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_1,artifacts/final_successful_runs/final_113/bundles/044_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_1/summary/044_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/044_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_1/wandb/wandb-summary.json,893c20oz,finished,fertilization,A2C,1,False,random_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,-50877.4375,-50877.4375,,,-415955.9375,166044.625,-334551.59375,,,1231.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=1000
45,Fertilization | A2C | adaptive | fixed_weather | years=1000 | seed=2,artifacts/final_successful_runs/final_113/bundles/045_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_2,artifacts/final_successful_runs/final_113/bundles/045_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_2/summary/045_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/045_fertilization_a2c_adaptive_fixed_weather_years_1000_seed_2/wandb/wandb-summary.json,52w7qbjy,finished,fertilization,A2C,2,True,fixed_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,202400.875,202400.875,,,-7416.9365234375,52567.921875,-21210.599609375,,,1044.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=1000
46,Fertilization | A2C | nonadaptive | fixed_weather | years=1000 | seed=2,artifacts/final_successful_runs/final_113/bundles/046_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_2,artifacts/final_successful_runs/final_113/bundles/046_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_2/summary/046_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/046_fertilization_a2c_nonadaptive_fixed_weather_years_1000_seed_2/wandb/wandb-summary.json,khrd5xki,finished,fertilization,A2C,2,True,fixed_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,193785.4375,193785.4375,,,-161179.0625,69639.921875,-191066.125,,,1784.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=1000
47,Fertilization | A2C | adaptive | random_weather | years=1000 | seed=2,artifacts/final_successful_runs/final_113/bundles/047_fertilization_a2c_adaptive_random_weather_years_1000_seed_2,artifacts/final_successful_runs/final_113/bundles/047_fertilization_a2c_adaptive_random_weather_years_1000_seed_2/summary/047_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/047_fertilization_a2c_adaptive_random_weather_years_1000_seed_2/wandb/wandb-summary.json,abab40vl,finished,fertilization,A2C,2,False,random_weather,False,True,adaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,49364.265625,49364.265625,,,-324521.9375,62852.06640625,-341358.5625,,,1874.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=1000
48,Fertilization | A2C | nonadaptive | random_weather | years=1000 | seed=2,artifacts/final_successful_runs/final_113/bundles/048_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_2,artifacts/final_successful_runs/final_113/bundles/048_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_2/summary/048_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/048_fertilization_a2c_nonadaptive_random_weather_years_1000_seed_2/wandb/wandb-summary.json,t3fma04s,finished,fertilization,A2C,2,False,random_weather,True,False,nonadaptive,False,False,1000.0,1000,pakistan_baseline,NPK,fertilization_core,deterministic_return,164928.625,164928.625,,,-164236.328125,34875.8203125,-219023.40625,,,1159.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=1000
49,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=0,artifacts/final_successful_runs/final_113/bundles/049_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_0,artifacts/final_successful_runs/final_113/bundles/049_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_0/summary/049_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/049_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_0/wandb/wandb-summary.json,ovs5i452,finished,fertilization,A2C,0,True,fixed_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,261297.6875,261297.6875,,,221972.171875,36403.69140625,227724.25,,,1488.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=3000
50,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=0,artifacts/final_successful_runs/final_113/bundles/050_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_0,artifacts/final_successful_runs/final_113/bundles/050_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_0/summary/050_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/050_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_0/wandb/wandb-summary.json,dvw9frdm,finished,fertilization,A2C,0,True,fixed_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,378718.09375,378718.09375,,,261635.34375,46464.71484375,315494.28125,,,3325.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=3000
51,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=0,artifacts/final_successful_runs/final_113/bundles/051_fertilization_a2c_adaptive_random_weather_years_3000_seed_0,artifacts/final_successful_runs/final_113/bundles/051_fertilization_a2c_adaptive_random_weather_years_3000_seed_0/summary/051_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/051_fertilization_a2c_adaptive_random_weather_years_3000_seed_0/wandb/wandb-summary.json,8askyhte,finished,fertilization,A2C,0,False,random_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,152045.6875,152045.6875,,,103296.5,28209.78125,91693.859375,,,5617.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=3000
52,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=0,artifacts/final_successful_runs/final_113/bundles/052_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_0,artifacts/final_successful_runs/final_113/bundles/052_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_0/summary/052_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/052_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_0/wandb/wandb-summary.json,seskixy2,finished,fertilization,A2C,0,False,random_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,387348.78125,387348.78125,,,185996.875,34994.30859375,189817.71875,,,5407.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=3000
53,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/053_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/053_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_1/summary/053_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/053_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_1/wandb/wandb-summary.json,ly6ib8mx,finished,fertilization,A2C,1,True,fixed_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,482442.28125,482442.28125,,,435010.59375,32022.658203125,434034.25,,,3128.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=3000
54,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/054_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/054_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_1/summary/054_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/054_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_1/wandb/wandb-summary.json,iazt2tsh,finished,fertilization,A2C,1,True,fixed_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,390120.46875,390120.46875,,,269956.28125,47245.78125,277205.5625,,,3350.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=3000
55,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/055_fertilization_a2c_adaptive_random_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/055_fertilization_a2c_adaptive_random_weather_years_3000_seed_1/summary/055_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/055_fertilization_a2c_adaptive_random_weather_years_3000_seed_1/wandb/wandb-summary.json,4nenmctl,finished,fertilization,A2C,1,False,random_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,371998.71875,371998.71875,,,263028.15625,23360.666015625,276187.4375,,,3658.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=3000
56,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/056_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/056_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_1/summary/056_fertilization_a2c_seed1_hFalse.json,artifacts/final_successful_runs/final_113/bundles/056_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_1/wandb/wandb-summary.json,mkyczcz6,finished,fertilization,A2C,1,False,random_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,294590.5,294590.5,,,51853.2734375,31441.318359375,93262.015625,,,4941.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=3000
57,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/057_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/057_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_2/summary/057_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/057_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_2/wandb/wandb-summary.json,u7uzdtty,finished,fertilization,A2C,2,True,fixed_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,292574.1875,292574.1875,,,263200.84375,34836.90234375,262317.21875,,,3078.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=3000
58,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/058_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/058_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_2/summary/058_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/058_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_2/wandb/wandb-summary.json,fvsjq1rw,finished,fertilization,A2C,2,True,fixed_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,19434.6015625,19434.6015625,,,220306.421875,60801.84765625,257649.046875,,,4885.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=3000
59,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/059_fertilization_a2c_adaptive_random_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/059_fertilization_a2c_adaptive_random_weather_years_3000_seed_2/summary/059_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/059_fertilization_a2c_adaptive_random_weather_years_3000_seed_2/wandb/wandb-summary.json,unah01kj,finished,fertilization,A2C,2,False,random_weather,False,True,adaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,89169.265625,89169.265625,,,94612.9375,34407.7890625,101669.1484375,,,5345.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=3000
60,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/060_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/060_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_2/summary/060_fertilization_a2c_seed2_hFalse.json,artifacts/final_successful_runs/final_113/bundles/060_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_2/wandb/wandb-summary.json,z3rvls3l,finished,fertilization,A2C,2,False,random_weather,True,False,nonadaptive,False,False,3000.0,3000,pakistan_baseline,NPK,fertilization_core,deterministic_return,53919.53125,53919.53125,,,18818.9140625,29031.908203125,27678.228515625,,,5429.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | random_weather | years=3000
61,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/061_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/061_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_0/summary/061_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/061_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_0/wandb/wandb-summary.json,sz1zyl7q,finished,fertilization,A2C,0,True,fixed_weather,False,True,adaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,261297.6875,261297.6875,,,226155.953125,12844.0751953125,215541.078125,,,3703.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | fixed_weather | years=5000
62,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/062_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/062_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_0/summary/062_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/062_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_0/wandb/wandb-summary.json,i1e6bx11,finished,fertilization,A2C,0,True,fixed_weather,True,False,nonadaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,791255.5,791255.5,,,789080.5625,6351.994140625,790211.5625,,,3118.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | nonadaptive | fixed_weather | years=5000
63,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/063_fertilization_a2c_adaptive_random_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/063_fertilization_a2c_adaptive_random_weather_years_5000_seed_0/summary/063_fertilization_a2c_seed0_hFalse.json,artifacts/final_successful_runs/final_113/bundles/063_fertilization_a2c_adaptive_random_weather_years_5000_seed_0/wandb/wandb-summary.json,6up2mact,finished,fertilization,A2C,0,False,random_weather,False,True,adaptive,False,False,5000.0,5000,pakistan_baseline,NPK,fertilization_core,deterministic_return,394979.09375,394979.09375,,,393992.6875,3735.940673828125,388842.75,,,2414.0,existing_curated_bundle,artifacts/final_successful_runs/bundles,,,,,,,,,,,False,,,A2C | adaptive | random_weather | years=5000
