index,label,bundle_dir,summary_json_path,summary_json_count,summary_json_present_actual,wandb_summary_present_actual,model_zip_present_actual,best_model_present_actual,vec_normalize_present_actual,hierarchical_report_present_actual,is_replacement,report_group,source_kind,source_project,notes,summary_json_status,config_status,wandb_summary_status,wandb_metadata_status,requirements_status,diff_patch_status,output_log_status,run_record_status,model_zip_status,models_dir_status,vec_normalize_status,hierarchical_report_status
53,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/053_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/053_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_1/summary/053_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
54,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/054_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/054_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_1/summary/054_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
55,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/055_fertilization_a2c_adaptive_random_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/055_fertilization_a2c_adaptive_random_weather_years_3000_seed_1/summary/055_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
56,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=1,artifacts/final_successful_runs/final_113/bundles/056_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_1,artifacts/final_successful_runs/final_113/bundles/056_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_1/summary/056_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
57,Fertilization | A2C | adaptive | fixed_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/057_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/057_fertilization_a2c_adaptive_fixed_weather_years_3000_seed_2/summary/057_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
58,Fertilization | A2C | nonadaptive | fixed_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/058_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/058_fertilization_a2c_nonadaptive_fixed_weather_years_3000_seed_2/summary/058_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
59,Fertilization | A2C | adaptive | random_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/059_fertilization_a2c_adaptive_random_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/059_fertilization_a2c_adaptive_random_weather_years_3000_seed_2/summary/059_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
60,Fertilization | A2C | nonadaptive | random_weather | years=3000 | seed=2,artifacts/final_successful_runs/final_113/bundles/060_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_2,artifacts/final_successful_runs/final_113/bundles/060_fertilization_a2c_nonadaptive_random_weather_years_3000_seed_2/summary/060_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
61,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/061_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/061_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_0/summary/061_fertilization_a2c_seed0_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
62,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/062_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/062_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_0/summary/062_fertilization_a2c_seed0_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
63,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/063_fertilization_a2c_adaptive_random_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/063_fertilization_a2c_adaptive_random_weather_years_5000_seed_0/summary/063_fertilization_a2c_seed0_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
64,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/064_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/064_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_0/summary/064_fertilization_a2c_seed0_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
65,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=1,artifacts/final_successful_runs/final_113/bundles/065_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_1,artifacts/final_successful_runs/final_113/bundles/065_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_1/summary/065_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
66,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=1,artifacts/final_successful_runs/final_113/bundles/066_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_1,artifacts/final_successful_runs/final_113/bundles/066_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_1/summary/066_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
67,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=1,artifacts/final_successful_runs/final_113/bundles/067_fertilization_a2c_adaptive_random_weather_years_5000_seed_1,artifacts/final_successful_runs/final_113/bundles/067_fertilization_a2c_adaptive_random_weather_years_5000_seed_1/summary/067_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
68,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=1,artifacts/final_successful_runs/final_113/bundles/068_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_1,artifacts/final_successful_runs/final_113/bundles/068_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_1/summary/068_fertilization_a2c_seed1_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
69,Fertilization | A2C | adaptive | fixed_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/069_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/069_fertilization_a2c_adaptive_fixed_weather_years_5000_seed_2/summary/069_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
70,Fertilization | A2C | nonadaptive | fixed_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/070_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/070_fertilization_a2c_nonadaptive_fixed_weather_years_5000_seed_2/summary/070_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
71,Fertilization | A2C | adaptive | random_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/071_fertilization_a2c_adaptive_random_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/071_fertilization_a2c_adaptive_random_weather_years_5000_seed_2/summary/071_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
72,Fertilization | A2C | nonadaptive | random_weather | years=5000 | seed=2,artifacts/final_successful_runs/final_113/bundles/072_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_2,artifacts/final_successful_runs/final_113/bundles/072_fertilization_a2c_nonadaptive_random_weather_years_5000_seed_2/summary/072_fertilization_a2c_seed2_hFalse.json,1,True,True,True,True,True,False,False,fertilization_core,existing_curated_bundle,artifacts/final_successful_runs/bundles,,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing
73,Crop planning | PPO | adaptive | fixed_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/073_crop_planning_ppo_adaptive_fixed_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/073_crop_planning_ppo_adaptive_fixed_weather_seed_0/summary/073_crop_planning_ppo_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
74,Crop planning | PPO | nonadaptive | fixed_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/074_crop_planning_ppo_nonadaptive_fixed_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/074_crop_planning_ppo_nonadaptive_fixed_weather_seed_0/summary/074_crop_planning_ppo_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
75,Crop planning hierarchical | PPO | fixed_weather | seed=0 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/075_crop_planning_hierarchical_ppo_fixed_weather_seed_0_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/075_crop_planning_hierarchical_ppo_fixed_weather_seed_0_profile_pakistan_baseline/summary/075_crop_planning_ppo_seed0_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
76,Crop planning | PPO | adaptive | random_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/076_crop_planning_ppo_adaptive_random_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/076_crop_planning_ppo_adaptive_random_weather_seed_0/summary/076_crop_planning_ppo_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
77,Crop planning | PPO | nonadaptive | random_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/077_crop_planning_ppo_nonadaptive_random_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/077_crop_planning_ppo_nonadaptive_random_weather_seed_0/summary/077_crop_planning_ppo_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
78,Crop planning hierarchical | PPO | random_weather | seed=0 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/078_crop_planning_hierarchical_ppo_random_weather_seed_0_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/078_crop_planning_hierarchical_ppo_random_weather_seed_0_profile_pakistan_baseline/summary/078_crop_planning_ppo_seed0_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
79,Crop planning | PPO | adaptive | fixed_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/079_crop_planning_ppo_adaptive_fixed_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/079_crop_planning_ppo_adaptive_fixed_weather_seed_1/summary/079_crop_planning_ppo_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
80,Crop planning | PPO | nonadaptive | fixed_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/080_crop_planning_ppo_nonadaptive_fixed_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/080_crop_planning_ppo_nonadaptive_fixed_weather_seed_1/summary/080_crop_planning_ppo_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
81,Crop planning hierarchical | PPO | fixed_weather | seed=1 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/081_crop_planning_hierarchical_ppo_fixed_weather_seed_1_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/081_crop_planning_hierarchical_ppo_fixed_weather_seed_1_profile_pakistan_baseline/summary/081_crop_planning_ppo_seed1_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
82,Crop planning | PPO | adaptive | random_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/082_crop_planning_ppo_adaptive_random_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/082_crop_planning_ppo_adaptive_random_weather_seed_1/summary/082_crop_planning_ppo_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
83,Crop planning | PPO | nonadaptive | random_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/083_crop_planning_ppo_nonadaptive_random_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/083_crop_planning_ppo_nonadaptive_random_weather_seed_1/summary/083_crop_planning_ppo_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
84,Crop planning hierarchical | PPO | random_weather | seed=1 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/084_crop_planning_hierarchical_ppo_random_weather_seed_1_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/084_crop_planning_hierarchical_ppo_random_weather_seed_1_profile_pakistan_baseline/summary/084_crop_planning_ppo_seed1_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
85,Crop planning | PPO | adaptive | fixed_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/085_crop_planning_ppo_adaptive_fixed_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/085_crop_planning_ppo_adaptive_fixed_weather_seed_2/summary/085_crop_planning_ppo_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
86,Crop planning | PPO | nonadaptive | fixed_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/086_crop_planning_ppo_nonadaptive_fixed_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/086_crop_planning_ppo_nonadaptive_fixed_weather_seed_2/summary/086_crop_planning_ppo_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
87,Crop planning hierarchical | PPO | fixed_weather | seed=2 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/087_crop_planning_hierarchical_ppo_fixed_weather_seed_2_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/087_crop_planning_hierarchical_ppo_fixed_weather_seed_2_profile_pakistan_baseline/summary/087_crop_planning_ppo_seed2_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
88,Crop planning | PPO | adaptive | random_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/088_crop_planning_ppo_adaptive_random_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/088_crop_planning_ppo_adaptive_random_weather_seed_2/summary/088_crop_planning_ppo_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
89,Crop planning | PPO | nonadaptive | random_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/089_crop_planning_ppo_nonadaptive_random_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/089_crop_planning_ppo_nonadaptive_random_weather_seed_2/summary/089_crop_planning_ppo_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
90,Crop planning hierarchical | PPO | random_weather | seed=2 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/090_crop_planning_hierarchical_ppo_random_weather_seed_2_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/090_crop_planning_hierarchical_ppo_random_weather_seed_2_profile_pakistan_baseline/summary/090_crop_planning_ppo_seed2_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
91,Crop planning | A2C | adaptive | fixed_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/091_crop_planning_a2c_adaptive_fixed_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/091_crop_planning_a2c_adaptive_fixed_weather_seed_0/summary/091_crop_planning_a2c_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
92,Crop planning | A2C | nonadaptive | fixed_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/092_crop_planning_a2c_nonadaptive_fixed_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/092_crop_planning_a2c_nonadaptive_fixed_weather_seed_0/summary/092_crop_planning_a2c_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
93,Crop planning hierarchical | A2C | fixed_weather | seed=0 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/093_crop_planning_hierarchical_a2c_fixed_weather_seed_0_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/093_crop_planning_hierarchical_a2c_fixed_weather_seed_0_profile_pakistan_baseline/summary/093_crop_planning_a2c_seed0_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
94,Crop planning | A2C | adaptive | random_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/094_crop_planning_a2c_adaptive_random_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/094_crop_planning_a2c_adaptive_random_weather_seed_0/summary/094_crop_planning_a2c_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
95,Crop planning | A2C | nonadaptive | random_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/095_crop_planning_a2c_nonadaptive_random_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/095_crop_planning_a2c_nonadaptive_random_weather_seed_0/summary/095_crop_planning_a2c_seed0_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
96,Crop planning hierarchical | A2C | random_weather | seed=0 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/096_crop_planning_hierarchical_a2c_random_weather_seed_0_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/096_crop_planning_hierarchical_a2c_random_weather_seed_0_profile_pakistan_baseline/summary/096_crop_planning_a2c_seed0_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
97,Crop planning | A2C | adaptive | fixed_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/097_crop_planning_a2c_adaptive_fixed_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/097_crop_planning_a2c_adaptive_fixed_weather_seed_1/summary/097_crop_planning_a2c_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
98,Crop planning | A2C | nonadaptive | fixed_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/098_crop_planning_a2c_nonadaptive_fixed_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/098_crop_planning_a2c_nonadaptive_fixed_weather_seed_1/summary/098_crop_planning_a2c_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
99,Crop planning hierarchical | A2C | fixed_weather | seed=1 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/099_crop_planning_hierarchical_a2c_fixed_weather_seed_1_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/099_crop_planning_hierarchical_a2c_fixed_weather_seed_1_profile_pakistan_baseline/summary/099_crop_planning_a2c_seed1_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
100,Crop planning | A2C | adaptive | random_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/100_crop_planning_a2c_adaptive_random_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/100_crop_planning_a2c_adaptive_random_weather_seed_1/summary/100_crop_planning_a2c_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
