INIT PROF C    	FINAL PROF C   	PROF C DIFF    	RES C INPUT    	ROOT C INPUT   	HUMIFIED C     	RESP SOIL C    	RESP RES C     	RETAINED RES   	PRODUCED ROOT  	SOIL C CHG/YR  	AVG GROSS N MIN	AVG N IMMOB    	AVG NET N MIN  	AVG NH4 NITRIF 	AVG N2O FR NIT 	AVG NH3 VOLATIL	AVG NO3 DENIT  	AVG N2O FR DENI	AVG NO3 LEACH  	AVG NH4 LEACH  	AVG TOT N2O EMI
Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg C/ha        	Mg/ha          	Mg/ha          	kg C/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        	kg N/yr        
151.605330     	150.031029     	-1.574301      	1.910270       	1.208801       	1.829976       	2.987509       	2.743263       	4.783034       	2.848467       	-1574.300955   	343.423188     	-16.287177     	327.136011     	499.518462     	1.713508       	85.124178      	107.069832     	13.218604      	0.000000       	0.000000       	14.932112      
